昵称,注册时间,简介,性别,年龄,所在地,微信号,is_V,v_简介,标签,教育经历,uid,url,follow_count,followers_count,follower_dir
地平线下面,2012-04-29,被禁言14天后，在第13天被加刑180天。,男,,其他,,1,军事博主,,,2746348614,https://m.weibo.cn/u/2746348614,157,1781415,uid_2746348614/followers.csv
