mid,retweeted_mid,text,retweeted_text,scheme,retweeted_scheme,created_at,retweeted_created_at,source,retweeted_source,reposts_count,retweeted_reposts_count,comments_count,retweeted_comments_count,pid,screen_name,retweeted_screen_name,profile_url,retweeted_profile_url,verified_type,retweeted_verified_type,verified_reason,retweeted_verified_reason,description,retweeted_description,followers_count,retweeted_followers_count,gender,retweeted_gender,uid,retweeted_uid
4561428055595566,,"<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8E%86%E5%8F%B2%E7%9C%9F%E7%9B%B8%23&isnewpage=1&luicode=20000061&lfid=4561428055595566\"" data-hide=\""\""><span class=\""surl-text\"">#历史真相#</span></a>11216【<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%86%E6%98%8E%E5%9B%AD%E7%BD%B9%E9%9A%BE160%E5%B9%B4%23&extparam=%23%E5%9C%86%E6%98%8E%E5%9B%AD%E7%BD%B9%E9%9A%BE160%E5%B9%B4%23&luicode=20000061&lfid=4561428055595566\"" data-hide=\""\""><span class=\""surl-text\"">#圆明园罹难160年#</span></a>祭：勿忘侵略者的残暴行径  发奋图强才能捍卫<span class=\""url-icon\""><img alt=[话筒] src=\""https://h5.sinaimg.cn/m/emoticon/icon/others/o_huatong-0a3e80b147.png\"" style=\""width:1em; height:1em;\"" /></span>】1860年10月18日，圆明园被英法联军大火焚毁……这是旧中国的巨大耻辱！160年了，圆明园的残垣断壁，依然诉说着侵略者的残暴行径。圆明园见证历史，更敲响警钟：勿忘屈辱，奋发图强！<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%84%8F%E8%AF%86%E5%BD%A2%E6%80%81%E8%A6%81%E9%97%BB%23&isnewpage=1&luicode=20000061&lfid=4561428055595566\"" data-hide=\""\""><span class=\""surl-text\"">#意识形态要闻#</span></a><a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%80%9D%E6%83%B3%E5%BE%AE%E8%AF%84%23&isnewpage=1&luicode=20000061&lfid=4561428055595566\"" data-hide=\""\""><span class=\""surl-text\"">#思想微评#</span></a> ",,https://weibo.cn/appurl?scheme=sinaweibo%3A%2F%2Fdetail%3Fmblogid%3D4561428055595566%26luicode%3D20000061%26lfid%3D4561428055595566&luicode=20000061&lfid=4561428055595566,,Sun Oct 18 17:17:38 +0800 2020,,意识形态要闻超话,,46,,39,,1,思想火炬,,https://m.weibo.cn/u/3917499594?uid=3917499594&luicode=20000061&lfid=4561428055595566,,1,,中国社会科学院国家文化安全与意识形态建设研究中心,,国家文化安全与意识形态建设研究中心官方微博,,2980391,,m,,3917499594,
4561471490753512,,"<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%84%8F%E8%AF%86%E5%BD%A2%E6%80%81%E8%A6%81%E9%97%BB%23&isnewpage=1&luicode=20000061&lfid=4561471490753512\"" data-hide=\""\""><span class=\""surl-text\"">#意识形态要闻#</span></a>11217【<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A4%96%E4%BA%A4%E9%83%A8%E5%9B%9E%E5%BA%94%E6%97%A5%E6%9C%AC%E9%A2%86%E5%AF%BC%E4%BA%BA%E5%90%91%E9%9D%96%E5%9B%BD%E7%A5%9E%E7%A4%BE%E4%BE%9B%E5%A5%89%E7%A5%AD%E5%93%81%23&extparam=%23%E5%A4%96%E4%BA%A4%E9%83%A8%E5%9B%9E%E5%BA%94%E6%97%A5%E6%9C%AC%E9%A2%86%E5%AF%BC%E4%BA%BA%E5%90%91%E9%9D%96%E5%9B%BD%E7%A5%9E%E7%A4%BE%E4%BE%9B%E5%A5%89%E7%A5%AD%E5%93%81%23&luicode=20000061&lfid=4561471490753512\"" data-hide=\""\""><span class=\""surl-text\"">#外交部回应日本领导人向靖国神社供奉祭品#</span></a>：敦促日方切实信守正视反省侵略历史的表态和承诺<span class=\""url-icon\""><img alt=[话筒] src=\""https://h5.sinaimg.cn/m/emoticon/icon/others/o_huatong-0a3e80b147.png\"" style=\""width:1em; height:1em;\"" /></span>】记者问：靖国神社自10月17日起举行所谓秋季大祭，日本领导人于17日向靖国神社供奉了祭品，另有个别国会议员前往参拜。中方对此有何评论？<br />　　外交部发言人赵立坚答：靖国神社是日本军国主义发动对外侵略战争的精神工具和象征，供奉有14个对那场侵略战争负有严重罪责的甲级战犯。日方的消极举动再次反映了日方对待侵略历史的错误态度。我们敦促日方切实信守正视反省侵略历史的表态和承诺，以实际行动取信于亚洲邻国和国际社会。<a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8E%86%E5%8F%B2%E7%9C%9F%E7%9B%B8%23&isnewpage=1&luicode=20000061&lfid=4561471490753512\"" data-hide=\""\""><span class=\""surl-text\"">#历史真相#</span></a><a  href=\""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%80%9D%E6%83%B3%E5%BE%AE%E8%AF%84%23&isnewpage=1&luicode=20000061&lfid=4561471490753512\"" data-hide=\""\""><span class=\""surl-text\"">#思想微评#</span></a>  <a data-url=\""http://t.cn/A6bYqnjw\"" href=\""http://t.cn/A6bYqnjw\"" data-hide=\""\""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=\""surl-text\"">网页链接</span></a>",,https://weibo.cn/appurl?scheme=sinaweibo%3A%2F%2Fdetail%3Fmblogid%3D4561471490753512%26luicode%3D20000061%26lfid%3D4561471490753512&luicode=20000061&lfid=4561471490753512,,Sun Oct 18 20:10:13 +0800 2020,,意识形态要闻超话,,7,,8,,1,思想火炬,,https://m.weibo.cn/u/3917499594?uid=3917499594&luicode=20000061&lfid=4561471490753512,,1,,中国社会科学院国家文化安全与意识形态建设研究中心,,国家文化安全与意识形态建设研究中心官方微博,,2980391,,m,,3917499594,
