昵称,注册时间,简介,性别,年龄,所在地,微信号,is_V,v_简介,标签,教育经历,uid,url,follow_count,followers_count,follower_dir
思想火炬,,国家文化安全与意识形态建设研究中心官方微博,,,北京 东城区,,0,,,,3917499594,https://m.weibo.cn/u/3917499594,51,2980391,uid_3917499594/followers.csv
